ISO 639-3	Language	Dialect	Genetics	Source	#Speakers	Method	Quantity	Harmony?	#Vowels	Structure	#Peripheral	#Non-peripheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4		F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
sgz	Sursurunga		Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai	King, P. (2007). An acoustic description of central vowels in three Austronesian languages of New Ireland. SIL Electronic Working Papers 2007-005; King, P. (p.c.)	1	Wordlist	Uniform	No	6	5S1	5	1	i		XXX	XXX	XXX	XXX	e		XXX	XXX	XXX	XXX	a		XXX	XXX	XXX	XXX	o		XXX	XXX	XXX	XXX	u		XXX	XXX	XXX	XXX	ə		XXX	XXX	XXX	XXX																																																		XXX	XXX	XXX	XXX	XXX	XXX
shi	Tachelhit		AfroAsiatic>Berber>Northern>Atlas	Oukarim, O. (1995). Fonetica y fonologia del bereber. Universitat Autonoma de Barcelona Servei de Publicacions, Barcelona.	1	Carrier sentence	Uniform	No	3	3S0	3	0	i		350	1880	2760		a		570	1530	2660		u		390	1150	2190																																																																					436.666666666667	0.393939393939394	436.02	1520	0.506849315068493	1435.43
shq	Albanian	Kosovo Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140.	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		313	1875	2442		e		421	1619	2389		ʌ		524	1168	2334		o		407	980	2306		u		332	890	2269		y		305	1971	2263		ə		444	1462	2380																																													392.285714285714	0.39856490541422	390.629	1423.57142857143	0.493590590722876	1312.671
shq	Albanian	Northern Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140.	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		303	2023	2645		e		443	1779	2413		a		577	1302	2323		o		463	1068	2294		u		367	1041	2235		y		324	1749	2329		ə		483	1522	2346																																													422.857142857143	0.437434827945777	410.134	1497.71428571429	0.465085830666279	1424.962
shq	Albanian	Central Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140.	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		312	2000	2594		e		413	1771	2515		a		599	1315	2377		o		400	915	2344		u		334	897	2349		y		323	1705	2376		ə		438	1415	2453																																													402.714285714286	0.316077650572424	424.217	1431.14285714286	0.484263696412382	1328.273
shq	Albanian	Northern Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140; Moosmuller, S. (p.c.)	2	Wordlist	Uniform	No	7	5S2a	5	2	i		333	2099	2838	3210	e		464	1706	2348	3355	a		564	1249	2243	3128	o		474	994	2270	3166	u		414	764	2406	2966	y		308	1780	2236	3172	ə		469	1476	2257	3255																																												432.285714285714	0.485491071428571	408.096	1438.28571428571	0.505082932049224	1285.985
shq	Albanian	Central Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140; Moosmuller, S. (p.c.)	1	Wordlist	Uniform	No	7	5S2a	5	2	i		342	2074	2788	3618	e		464	1732	2314	3491	a		611	1250	2267	3482	o		474	934	2293	3247	u		378	812	2784	3554	y		315	1624	2236	3485	ə		506	1309	2248	3447																																												441.428571428571	0.427123552123552	430.736	1390.71428571429	0.458569164591352	1305.442
shq	Albanian	Kosovo Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140; Moosmuller, S. (p.c.)	1	Wordlist	Uniform	No	7	5S2a	5	2	i		321	1994	2550	3534	e		471	1695	2447	3419	a		606	1151	2368	3265	o		415	807	2305	3040	u		279	710	2304	3306	y		336	1575	2286	3260	ə		525	1428	2426	3341																																												421.857142857143	0.436871996505024	406.857	1337.14285714286	0.4884290164664	1212.044
shq	Albanian	Southern Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140.	3	Meaningful sentence	Uniform	No	7	6L1	6	1	i		355	2057	2619		e		471	1912	2513		ɛ		584	1617	2442		a		673	1408	2391		o		506	977	2396		u		397	967	2422		y		268	1733	2374																																													464.857142857143	0.486067019400353	426.355	1524.42857142857	0.511402359108781	1393.19
shq	Albanian	Southern Standard	IndoEuropean>Albanian	Moosmuller, S., Granser, T. (2006). The spread of Standard Albanian: an illustration based on an analysis of vowels. Language Variation and Change 18:121-140; Moosmuller, S. (p.c.)	1	Wordlist	Uniform	No	7	6L1	6	1	i		367	2161	2810		e		514	1955	2692		ɛ		613	1607	2645		a		703	1369	2640		o		544	832	2584		u		396	720	2503		y		340	1751	2419																																													496.714285714286	0.431719795356159	481.933	1485	0.53088133240805	1283.431
skf	Sakurabiat		Tupian>Tupari	Alves, A.C., Galucio, A.V. (2007). Analise fonetica acustica das vogais orais da lingua Sakurabiat. Letras de Hoje 42:27-42.	2	Carrier sentence	Long	No	5	4L1	4	1	i		309	2475			ɛ		548	2062			a		686	1345			o		408	980			ɨ		356	1945																																																										463.9	0.410875331564987	456.407	1750	0.521767810026385	1551.756
skf	Sakurabiat		Tupian>Tupari	Alves, A.C., Galucio, A.V. (2007). Analise fonetica acustica das vogais orais da lingua Sakurabiat. Letras de Hoje 42:27-42.	2	Carrier sentence	Short	No	5	4L1	4	1	i		325	2417			ɛ		535	2010			a		681	1327			o		411	959			ɨ		380	1980																																																										463.9	0.410875331564987	456.407	1750	0.521767810026385	1551.756
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	Isacenko, A.V. (1968), Spektrograficka analyza slovenskych hlasok. Bratislava: Vydavatel'stvo Slovenskej akademie vied.	2	Wordlist	Long	No	5	5S0	5	0	i		225	2125	2683		e		417	1700	2433		a		675	1242	2450		o		383	817	2567		u		250	750	2200																																																									397.272727272727	0.38961038961039	397.905	1334.27272727273	0.424925619834711	1287.625
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	Romportl, M. (1974). K akustice slovenskych vokalu a diftongu. Jazykovednw Studie 12:43-47.	3	Wordlist	Long	No	5	5S0	5	0	i		222	2023	2618	3400	e		393	1628	2383	3267	a		613	1090	2393	3200	o		373	800	2763	3400	u		228	652	2273	3300																																																								381.909090909091	0.408974657056499	374.881	1279.63636363636	0.457794575956502	1188.061
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	Isacenko, A.V. (1968), Spektrograficka analyza slovenskych hlasok. Bratislava: Vydavatel'stvo Slovenskej akademie vied.	2	Wordlist	Short	No	6	6L0	6	0	i		220	2000	2625		e		375	1700	2365		æ		600	1538	2390		a		600	1165	2450		o		400	890	2325		u		225	750																																																				397.272727272727	0.38961038961039	397.905	1334.27272727273	0.424925619834711	1287.625
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	Romportl, M. (1974). K akustice slovenskych vokalu a diftongu. Jazykovednw Studie 12:43-47.	3	Wordlist	Short	No	6	6L0	6	0	i		228	1950	2800	3333	e		373	1755	2380	3317	æ		537	1467	2460	3317	a		613	1138	2423	3233	o		393	895	2380	3083	u		228	678	2073	3067																																																		381.909090909091	0.408974657056499	374.881	1279.63636363636	0.457794575956502	1188.061
slv	Slovenian	Standard	IndoEuropean>BaltoSlavic>Slavic>South>Western	Jurgec, P. (2005). Formant frequencies of standard Slovene vowels. Govor 22:127-144.	5	Wordlist	Short	No	5	5S0	5	0	i		288	2148	2708	3415	ɛ		546	1739	2522	3412	a		666	1252	2439	3445	ɔ		594	1010	2490	3472	u		342	834	2441	3314																																																								470.923076923077	0.454142011834319	444.656	1398.84615384615	0.433367071524966	1340.888
slv	Slovenian	Standard	IndoEuropean>BaltoSlavic>Slavic>South>Western	Jurgec, P. (2005). Formant frequencies of standard Slovene vowels. Govor 22:127-144.	5	Wordlist	Long	No	8	7S1	7	1	i		282	2174	2787	3469	e		362	2097	2629	3417	ɛ		528	1741	2526	3472	a		698	1217	2510	3553	ɔ		579	977	2573	3395	o		421	806	2488	3260	u		321	855	2446	3255	ə		495	1335	2453	3371																																						470.923076923077	0.454142011834319	444.656	1398.84615384615	0.433367071524966	1340.888
sna	Shona	Karanga	NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern	Pongweni, A.J.C. (1983). An acoustic study of the qualitative and pitch effect of breathy voice on Shona vowels. JPhon 11:129-138.	1	Isolation	Uniform	No	5	5S0	5	0	i		225	2500	3500		e		400	2250	3000		a		725	1500	2500		o		350	1000	2000		u		250	725	2250																																																									390	0.33	420.5	1595	0.490140845070423	1419.025
sna	Shona		NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern	Manuel, S.Y. (1987). Acoustic and perceptual correlates of vowel-to-vowel coarticulation in three Bantu languages. Unpublished PhD dissertation, Yale University.	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		260	1960			e		330	1887			a		668	1315			o		330	807			u		270	750																																																										371.6	0.273529411764706	419.528	1343.8	0.490743801652893	1223.11
snw	Sele		NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Lelemi	Maddieson,I., Gordon, M. (1996). Notes on the phonetics of Sele, with particular attention to vowels. UCLA WPP 93:149-163.	8	Wordlist	Uniform	No	7	7S0	7	0	i		293	2025	2956		e		363	1913	2634		ɛ		494	1906	2628		a		809	1477	2441		ɔ		513	1035	2297		o		367	908	2211		u		300	887	2008																																													448.428571428572	0.301218161683278	494.756	1450.14285714286	0.494853125784584	1331.958
som	Somali	Standard	AfroAsiatic>Cushitic>East	Edmondson. J.A., Esling, J.H., Harris, J.G. (2004). Supraglottal cavity shape, linguistic register, and other phonetic features of Somali. Http://ling.uta.edu/~jerry/somali.pdf	1	Wordlist	Long	Yes	10	10L0	10	0		i	269	2175				ɪ	324	2319				e	376	1889				ɛ	513	1893				æ	617	1583				a̠	741	1380				ɔ	531	1044				o̟	351	1019				ʊ	316	1008				u̟	302	1002																												455.25	0.394597457627119	453.552	1519.21052631579	0.433576859997018	1459.092
som	Somali	Standard	AfroAsiatic>Cushitic>East	Edmondson. J.A., Esling, J.H., Harris, J.G. (2004). Supraglottal cavity shape, linguistic register, and other phonetic features of Somali. Http://ling.uta.edu/~jerry/somali.pdf	1	Wordlist	Short	Yes	10	10R0	10	0		i	279	2162				e	427	1958				e̞	447	2125				æ	589		2451			a̟	710	1843				ɐ	676	1409				ɔ	513	960				o̞	417	907				o̟	376	1117				u̟	331	1072																												455.25	0.394597457627119	453.552	1519.21052631579	0.433576859997018	1459.092
sot	Sotho	Southern	NigerCongo>AtlanticCongo>BenueCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern>SothoTswana>Sotho	Khabanyane, K.E. (1991). The five phonemic vowel heights of Southern Sotho: an acoustic and phonological analysis. Working Papers of the Cornell Phonetics Laboratory 5:1-36.	1	Carrier sentence	Uniform	No	9	9S0	9	0	i		276	2264	3092		e		385	2426	3284		ɛ̝		416	2367	2721		ɛ		546	2258	2965		a		884	1645	2636		ɔ		564	1177	2857		ɔ̝		414	974	2771		o		393	928	2609		u		255	1016	2703																																	459.222222222222	0.324677618795266	500.939	1672.77777777778	0.497181427087969	1513.718
spa	Spanish	Mexican>Tijuana	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Godinez, M. (1978). A comparative study of some Romance vowels. UCLA WPP 41:3-19	6	Carrier sentence	Uniform	No	5	5S0	5	0	i		298	2320	2940		e		450	2162	2731		a		785	1355	2438		o		475	841	2433		u		320	814	2175																																																									465.6	0.344147843942505	488.417	1498.4	0.454448871181939	1402.846
spa	Spanish	Rioplatense>Buenos Aires	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Godinez, M. (1978). A comparative study of some Romance vowels. UCLA WPP 41:3-19	4	Carrier sentence	Uniform	No	5	5S0	5	0	i		280	2232	2973		e		387	2004	2629		a		743	1243	2526		o		453	883			u		334	743																																																										439.4	0.344276457883369	461.033	1421	0.455339153794493	1325.199
spa	Spanish	Peninsular	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Godinez, M. (1978). A comparative study of some Romance vowels. UCLA WPP 41:3-19	6	Carrier sentence	Uniform	No	5	5S0	5	0	i		326	2314	2893		e		437	1915	2589		a		667	1190	2511		o		480	1038	2616		u		358	926	2504																																																									453.6	0.374193548387097	459.331	1476.6	0.396685878962536	1468.708
spa	Spanish	Madrid	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Bradlow, A. (1995). Comparative study of English and Spanish vowels. JASA 97:1916-1924	4	Carrier sentence	Uniform	No	5	5S0	5	0	i		286	2147			e		458	1814			a		638	1353			o		460	1019			u		322	992																																																										432.8	0.417045454545455	423.632	1465	0.40952380952381	1443.605
spa	Spanish	Peninsular Standard	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Morimoto, Y. (1988). The five vowels of Castilian and Japanese: a spectrographic analysis. Sophia Linguistica 23/24:181-192.	5	Wordlist	Uniform	No	5	5S0	5	0	i		300	2440			e		450	2200			a		780	1450			o		540	960			u		360	870																																																										486	0.3875	487.68	1584	0.454777070063694	1483.87
spa	Spanish	Eastern Andalusian	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Martinez-Melgar, A. (1994). El vocalismo del andaluz oriental. Estudios de Fonetica Experimental 6:11-64.	91	Meaningful sentence	Uniform	No	5	5S0	5	0	i		388	2201			e		492	1876			a		686	1474			o		505	1165			u		400	987																																																										494.2	0.356375838926174	504.518	1540.6	0.456013179571664	1461.674
spa	Spanish	Eastern Andalusian	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Sanders, B.P. (1998). The Eastern Andalusian vowel system: form and structure. Rivista di Linguistica 10:109-135.	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		330	2257			e		476	1938			a		658	1484			o		505	1120			u		370	974																																																										467.8	0.420121951219512	458.248	1554.6	0.452533125487139	1475.653
spa	Spanish	Equador>Otavalo	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Guion, S. (2003). The vowel systems of Quichua-Spanish bilinguals. Phonetica 60:98-128; Guion, S. (p.c.).	8	Carrier sentence	Uniform	No	5	5S0	5	0	i		305	2308	2980		e		468	1921	2570		a		669	1463	2549		o		525	1082	2502		u		371	897	2527																																																									467.6	0.446703296703297	447.324	1534.2	0.451594613749114	1448.701
spa	Spanish	Standard	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Alvarez Gonzalez, J.A. (1981). Influencias de los sonidos contiguos en el timbre de las vocales (estudio acustico). Revista Espanola de Linguistica 11:427-446.	5	Carrier sentence	Uniform	No	5	5S0	5	0	i		314	2088			e		451	1693			a		629	1349			o		459	1043			u		336	834																																																										437.8	0.393015873015873	437.165	1401.4	0.452472089314195	1324.314
spa	Spanish	Canaria	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Almeida, M. (1990). El timbre vocalico en el espanol actual. Fillogia Romanica 7:75-85.	5	Running speech	Uniform	No	5	5S0	5	0	i		276	2057			e		369	1608			a		545	1369			o		373	1007			u		281	703																																																										368.8	0.344981412639405	381.179	1348.8	0.476957163958641	1232.414
spa	Spanish	Peninsular>Bilbao	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Iribar, A. Turrez, I. (2001). Algunos factores de variacion vocalica. Letras de Deusto 31:229-241.	2	Wordlist	Uniform	No	5	5S0	5	0	i		364	2188			e		494	1808			a		722	1368			o		490	972			u		380	898																																																										490	0.35195530726257	503.978	1446.8	0.425426356589147	1402.39
spa	Spanish	Peninsular>Bilbao	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	Iribar, A. Turrez, I. (2001). Algunos factores de variacion vocalica. Letras de Deusto 31:229-241.	2	Running speech	Uniform	No	5	5S0	5	0	i		391	2031			e		475	1729			a		727	1397			o		490	1056			u		409	954																																																										498.4	0.319642857142857	522.376	1433.4	0.445125348189415	1375.107
sro	Sardinian	Campadinese	IndoEuropean>Italic>Romance>SouthernRomance	Contini, M., Boe, L.J. (1972). Oral and nasal vowels in Campidanian Sardic. An acoustico-phonological study.  Phonetica 25:165-191.	2	Wordlist	Uniform	No	7	7S0	7	0	i		290	2182	2822		e		380	2035	2492		ɛ		460	1970	2520		a		615	1455	2167		ɔ		535	1042	2120		o		437	915	1950		u		332	785	2115																																													435.571428571429	0.447912087912088	417.075	1483.42857142857	0.49994887002761	1331.227
ssw	Siswati		NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Tekela	Kockaert, H., Godwin, D. (1997). Contrastive vowel formant analysis of Siswati and French. Tydskrif vir Taalonderrig 31:140-153.	5	Wordlist	Uniform	No	5	5S0	5	0	i		343	2036			e		450	2028			a		695	1350			o		454	887			u		324	786																																																										453.2	0.348247978436658	469.061	1417.4	0.50512	1274.75
sun	Sundenese		Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan	Yusuf, S. (1993). Sundenese vowel sounds: a spectrographic study. Unpublished MA Thesis, Ohio University.	4	Wordlist	Uniform	No	7	5S2a	5	2	i	i	329	2310	2862		e	ɛ	632	2008	2722		a	̠a̠	811	1413	2721		o	ɔ	616	1107	2628		u	u̟	347	1087	2599		ɨ	ɯ̽	441	1348	2671		ə	ɜ	620	1404	2722																																													542.285714285714	0.442501481920569	517.462	1525.28571428571	0.358369349375073	1565.193
swe	Swedish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Lindblom, B. (1963). Spectrographic study of vowel reduction. JASA 35:1773-1781.	1	Carrier sentence	Short	No	8	5S3	5	3	ɪ		325	2200			e̞		515	1925			a		760	1275			ɔ		515	800			ʊ		370	690			ʏ		350	1925			œ		500	1625			ɵ		425	1125																																								470	0.333333333333333	495.085	1445.625	0.500413907284768	1280.41
swe	Swedish	Stockholm	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Short	No	8	5S3	5	3	ɪ		322	2241	3000	3710	ɛ		451	1945	2816	3305	a		701	1342	2439	3120	ɔ		453	834	2628	3245	ʊ		350	763	2634	3190	ʏ		364	1919	2697	3550	ø		492	1332	2519	3200	ɵ		411	1223	2493	3060																																						418.117647058824	0.335956917978459	441.566	1499.05882352941	0.487275266189562	1336.835
swe	Swedish	Helsinki	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Long	No	8	5S3	5	3	i		319	2228	2972	3710	e		446	1964	2697	3705	a		676	1167	2333	3465	o		448	890	2380	3435	u		328	763	2365	3412	y		318	1975	2452	3640	ø		433	1795	2541	3555	ʊ		343	1128	2337	3402																																						419.75	0.284217877094972	457.978	1486.0625	0.493558020477816	1335.815
swe	Swedish	Helsinki	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Short	No	8	5S3	5	3	ɪ		336	2137	2785	3658	ɛ		444	1915	2780	3657	a		666	1201	2250	3541	ɔ		469	980	2280	3514	u		347	861	2320	3563	ʏ		334	1859	2437	3586	ø		445	1712	2559	3520	ʊ		364	1202	2265	3364																																						419.75	0.284217877094972	457.978	1486.0625	0.493558020477816	1335.815
swe	Swedish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Fant, G. (1959). Acoustic analysis and synthesis of speech with application to Swedish. Ericsson Technics 15:3-108,	1	Isolation	Short	No	8	5S3	5	3	i		300	2170	2700	3500	e		405	1955	2525	3400	ɑ		680	1070	2520	3345	o		487	825	2560	3250	u		370	680	2600	3200	y		300	1985	2360	3250	ø		390	1560	2260	3300	ɵ		416	1070	2315	3300																																						389.235294117647	0.315847750865052	421.175	1476.17647058824	0.539904821344984	1251.628
swe	Swedish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Fant, G. (1959). Acoustic analysis and synthesis of speech with application to Swedish. Ericsson Technics 15:3-108; Fant, G., Henningsson, G., Stalhammar, U. (1969). Formant frequencies of Swedish vowels. STL-QPSR 4:94-99	7	Isolation	Long	No	9	6L3a	6	3	i		255	2128	3055	3565	e		340	2150	2680	3470	ɛ		472	1865	2463	3428	ɑ		590	932	2510	3305	o		395	700	2438	3155	u		300	662	2280	3280	y		260	1995	2548	3305	ø		372	1710	2245	3358	ʉ		285	1638	2195	3280																																389.235294117647	0.315847750865052	421.175	1476.17647058824	0.539904821344984	1251.628
swe	Swedish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Ferrari-Disner, S. (1983). Vowel Quality: the relation between universal and language specific factors. UCLA WPP 58.	6	Wordlist	Long	No	9	6L3a	6	3	i		279	1972	2987		e		339	2183	2608		ɛ		555	1887	2456		ɑ		629	937	2416		o		394	701	2392		u		336	741	2356		y		293	1904	2713		ø		463	1598	2147		ʉ		356	1713	2353																																	404.888888888889	0.35968253968254	415.85	1515.11111111111	0.54933273354326	1280.462
swe	Swedish	Stockholm	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Kuronen, M. (2000). Vokaluttalets akustik i sverigesvenska, finlandssvenska och finska. Studia Philologica Jyvaskylaensia 49, University of Juvaskyla.	4	Meaningful sentence	Long	No	9	6R3	6	3	i		275	2363	3304	3807	e		385	2194	2920	3310	ɛ		590	1650	2711	3310	ɒ		523	859	2480	3290	o		388	711	2741	3195	u		299	678	2707	3205	y		285	2258	2994	3593	ø		491	1439	2506	3280	ʉ		328	1733	2453	3310																																418.117647058824	0.335956917978459	441.566	1499.05882352941	0.487275266189562	1336.835
tca	Ticuna		Isolate	Soares, M.F. (1984). Tracos acusticos das vogais em Tukuna. Cadernos de Estudos Linguisticos 7:137-175.	6	Wordlist	Uniform	No	7	6R1	6	1	i		358	2450	3200		ɛ		467	2150	3150		a		775	1575			ɔ		542	1225			o		442	792			u		358	825			ɨ		408	1540																																														478.571428571429	0.289140116478246	521.047	1508.14285714286	0.431931759434775	1440.278
tcx	Toda		Dravidian>Southern>TamilKannada>TamilKodagu>TodaKota	Shalev, M., Ladefoged, P., Bashkararao, P. (1993). Phonetics of Toda. UCLA WPP 84:89-126.	6	Wordlist	Mixed	No	9	6R3	6	3	i		363	1962	2569		e		471	1864	2680		æ		684	1679	2686		ɑ		673	1366	2727		o		537	1221	2694		u		368	1040	2364		y		373	1836	2628		ɵ		461	1530	2439		ɨ		412	1485	2556																																	482.444444444444	0.372101073035653	488.511	1553.66666666667	0.557122198120029	1400.502
tee	Huehuetla Tepehua		Totonacan>Tepehua	Smythe Kung, S. (2007). A descriptive grammar of Huehuetla Tepehua. Unpublished PhD dissertation, University of Texas at Austin.	1	Wordlist	Combined	No	5	5S0	5	0	i		406	2063			e		499	1793			a		612	1394			o		525	1077			u		426	1140																																																										493.6	0.425242718446602	486.546	1493.4	0.422312373225152	1462.526
tel	Telugu		Dravidian>SouthCentral	Dutta Majumder, D., Datta A.K., Ganguli, N.R. (1978). Some studies on acoustic-phonetic features of Telugu vowels. Acustica 41:55-64.	3	Wordlist	Long	No	5	5S0	5	0	i		325	2260	2836		e		470	1883	2657	3460	a		710	1240	2400	2800	o		486	1000	2540	3520	u		348	923	2543	3800																																																								477.090909090909	0.39504132231405	475.535	1512.18181818182	0.440674508737336	1445.767
tel	Telugu	Rayalaseema	Dravidian>SouthCentral	Krishna, Y. (2009). Acoustic characteristics of vowels in Telugu. Unpulished PhD dissertation, Manipal University, Karnataka, India; Krishna, y. (p.c.)	4	Carrier sentence	Long	No	5	5S0	5	0	i		389	2433	3078	3957	e		461	2201	2753	3783	a		744	1299	2661	3682	o		468	943	2664	3569	u		437	852	2660	3695																																																								506	0.329577464788732	527.805	1522.1	0.423845667299178	1470.171
tel	Telugu	Rayalaseema	Dravidian>SouthCentral	Krishna, Y. (2009). Acoustic characteristics of vowels in Telugu. Unpulished PhD dissertation, Manipal University, Karnataka, India; Krishna, y. (p.c.)	4	Carrier sentence	Short	No	5	5S0	5	0	i		417	2214	2635	3861	e		536	1877	2581	3794	a		661	1327	2612	3690	o		524	948	2648	3620	u		423	1127	2611	3642																																																								506	0.329577464788732	527.805	1522.1	0.423845667299178	1470.171
tel	Telugu	Telengana	Dravidian>SouthCentral	Krishna, Y. (2009). Acoustic characteristics of vowels in Telugu. Unpulished PhD dissertation, Manipal University, Karnataka, India; Krishna, y. (p.c.)	4	Carrier sentence	Long	No	5	5S0	5	0	i		362	2280	3091	3773	e		412	2104	2839	3764	a		708	1186	2514	3648	o		433	898	2580	3535	u		386	804	2629	3553																																																								466.4	0.301734104046243	497.286	1433	0.426151761517615	1381.116
tel	Telugu	Telengana	Dravidian>SouthCentral	Krishna, Y. (2009). Acoustic characteristics of vowels in Telugu. Unpulished PhD dissertation, Manipal University, Karnataka, India; Krishna, y. (p.c.)	4	Carrier sentence	Short	No	5	5S0	5	0	i		380	2069	2823	3718	e		477	1837	2580	3646	a		633	1216	2404	3498	o		493	888	2520	3568	u		380	1048	2542	3602																																																								466.4	0.301734104046243	497.286	1433	0.426151761517615	1381.116
tel	Telugu		Dravidian>SouthCentral	Dutta Majumder, D., Datta A.K., Ganguli, N.R. (1978). Some studies on acoustic-phonetic features of Telugu vowels. Acustica 41:55-64.	3	Wordlist	Short	No	6	6L0	6	0	i		365	2116	2757		e		517	1796	2633	3470	æ		575	1744	2700		a		606	1473	2420	3260	o		476	1133	2630	3740	u		370	1066	2500	3700																																																		477.090909090909	0.39504132231405	475.535	1512.18181818182	0.440674508737336	1445.767
tel	Telugu	Coastal	Dravidian>SouthCentral	Krishna, Y. (2009). Acoustic characteristics of vowels in Telugu. Unpulished PhD dissertation, Manipal University, Karnataka, India; Krishna, y. (p.c.)	4	Carrier sentence	Long	No	6	6L0	6	0	i		345	2405	2944	3782	e		446	2161	2728	3878	æ						a		734	1286	2641	3672	o		481	970	2669	3547	u		383	854	2590	3600																																																		489.3	0.370951156812339	497.099	1528.4	0.434816247582205	1460.441
