"iso"	"lang"	"dialect"	"genetics"	"vowel"	"f1"	"f2"	"f3"
"cat"	"Catalan"	"Rossellones"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	640	1335	2277
"cat"	"Catalan"	"Rossellones"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	326	878	2401
"cat"	"Catalan"	"Gironi"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	343	2213	2776
"cat"	"Catalan"	"Gironi"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	566	1822	2609
"cat"	"Catalan"	"Gironi"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	702	1429	2494
"cat"	"Catalan"	"Gironi"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	387	966	2451
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	328	2249	2708
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	723	1418	2401
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	670	1113	2281
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	564	991	2264
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	378	813	2361
"cat"	"Catalan"	"Felanitxer"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ə"	534	1408	2460
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	245	2273	3101
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	362	2161	2755
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	543	2045	2688
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	860	1344	2619
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	634	863	2688
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	422	717	2701
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	268	633	2626
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	259	2212	2642
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	367	1996	2543
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	570	1852	2542
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	713	1498	2445
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	610	1111	2362
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	424	1005	2318
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	287	892	2279
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	322	2145	2615
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	460	1837	2575
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	601	1764	2521
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	681	1419	2484
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	621	1158	2445
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	493	1059	2409
"cat"	"Catalan"	"Valencian"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	370	923	2482
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	323	2128	2740
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	448	1854	2552
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	595	1665	2440
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	676	1415	2402
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	586	1142	2240
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	477	1065	2256
"cat"	"Catalan"	"Western"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	372	942	2317
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	334	2078	2662
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	450	1839	2571
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	581	1700	2434
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	730	1358	2462
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	608	1125	2382
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	489	1047	2368
"cat"	"Catalan"	"Eastern"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	394	960	2431
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"i"	328	2151	2732
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"e"	489	1905	2656
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɛ"	659	1739	2524
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"a"	739	1464	2486
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ɔ"	708	1178	2525
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"o"	547	1000	2591
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"u"	394	899	2637
"cat"	"Catalan"	"Majorcan"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian"	"ə"	563	1393	2614
"chf"	"Chontal"	"Oaxaca"	"Mayan>CholanTzeltalan>Cholan>CholChontal"	"i"	434	2388	NA
"chf"	"Chontal"	"Oaxaca"	"Mayan>CholanTzeltalan>Cholan>CholChontal"	"e"	536	2101	NA
"chf"	"Chontal"	"Oaxaca"	"Mayan>CholanTzeltalan>Cholan>CholChontal"	"a"	777	1558	NA
"chf"	"Chontal"	"Oaxaca"	"Mayan>CholanTzeltalan>Cholan>CholChontal"	"o"	489	948	NA
"chf"	"Chontal"	"Oaxaca"	"Mayan>CholanTzeltalan>Cholan>CholChontal"	"u"	414	810	NA
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"i"	308	2262	2832
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"e"	439	2035	2560
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"a"	657	1151	2316
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"o"	475	897	2310
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"u"	339	1404	2349
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"ə"	526	1466	2464
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"i"	321	2273	2730
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"e"	438	2054	2612
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"a"	634	1229	2161
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"o"	425	941	2343
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"u"	371	1808	2682
"chr"	"Cherokee"	"Western"	"Iroquonian>Southern"	"ə"	527	1406	2245
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"i"	330	1990	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"ɪ"	380	1740	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"ɛ"	375	1885	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"a"	675	1265	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"o"	425	675	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"u"	350	625	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"y"	345	1800	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"ɨ"	350	1315	NA
"chv"	"Chuvash"	"Northern"	"Altaic>Turkic>Oghuric"	"ə"	500	1055	NA
"cic"	"Chickasaw"	""	"Muskogean>Western"	"i"	389	1984	2382
"cic"	"Chickasaw"	""	"Muskogean>Western"	"a"	676	1365	2546
"cic"	"Chickasaw"	""	"Muskogean>Western"	"o"	430	1005	2379
"cic"	"Chickasaw"	""	"Muskogean>Western"	"i"	401	1880	2418
"cic"	"Chickasaw"	""	"Muskogean>Western"	"a"	587	1500	2452
"cic"	"Chickasaw"	""	"Muskogean>Western"	"o"	460	1314	2204
"cmn"	"Mandarin"	"Taiwan"	"SinoTibetan>Sinitic>Chinese"	"i"	269	2191	3198
"cmn"	"Mandarin"	"Taiwan"	"SinoTibetan>Sinitic>Chinese"	"ɑ"	788	1288	2559
"cmn"	"Mandarin"	"Taiwan"	"SinoTibetan>Sinitic>Chinese"	"u"	328	720	2381
"cmn"	"Mandarin"	"Taiwan"	"SinoTibetan>Sinitic>Chinese"	"y"	277	2013	2401
"cmn"	"Mandarin"	"Taiwan"	"SinoTibetan>Sinitic>Chinese"	"ɤ"	481	1322	2584
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"i"	246	2145	NA
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"a"	804	1228	NA
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"u"	264	580	NA
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"y"	251	1963	NA
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"ɤ"	586	1074	NA
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"i"	259	2192	3365
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"a"	849	1334	2611
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"u"	330	761	2575
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"y"	292	2040	2501
"cmn"	"Mandarin"	"Standard"	"SinoTibetan>Sinitic>Chinese"	"ɤ"	428	1244	2484
"cng"	"Northern Qiang"	"Hongyan"	"SinoTibetan>TibetoBurman>Qiangic>Northern"	"i"	240	1930	2985
"cng"	"Northern Qiang"	"Hongyan"	"SinoTibetan>TibetoBurman>Qiangic>Northern"	"a"	675	1695	2450
"cng"	"Northern Qiang"	"Hongyan"	"SinoTibetan>TibetoBurman>Qiangic>Northern"	"u"	280	1235	2285
"cng"	"Northern Qiang"	"Hongyan"	"SinoTibetan>TibetoBurman>Qiangic>Northern"	"ə"	470	1610	2275
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"i"	266	2103	2692
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"e"	416	1881	2497
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"a"	693	1246	2464
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"o"	458	874	2513
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"u"	264	722	2458
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"ɨ"	283	1328	2423
"cnt"	"Tepetotutla Chinantec"	""	"OtoManguean>Chinantecan"	"ə"	446	1425	2233
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"i"	340	2275	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"e"	468	2035	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɛ"	653	1850	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"a"	778	1360	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɔ"	575	990	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"o"	395	825	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"u"	285	795	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɯ"	335	1225	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɤ"	453	1275	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"i"	363	2155	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"e"	455	1950	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɛ"	655	1750	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"a"	785	1360	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɔ"	648	1015	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"o"	508	975	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"u"	363	930	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɯ"	380	1230	NA
"cog"	"Chong"	""	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic"	"ɤ"	503	1385	NA
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"i"	285	2270	2974
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"e"	496	2009	2705
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɑ"	700	1354	2678
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"o"	484	830	2660
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"u"	359	782	2570
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɨ"	355	2020	2874
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɪ"	495	1982	2802
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɛ"	641	1787	2757
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"a"	800	1344	2754
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɔ"	608	1020	2787
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ʊ"	512	1105	2630
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ɨ"	479	1909	2606
"cym"	"Welsh"	"North Eastern>Dyffryn Clwyd"	"IndoEuropean>Celtic>Isular>Brythonic"	"ə"	500	1712	2636
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"i"	190	2200	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"e"	300	2025	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"a"	800	1300	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"o"	350	637	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"u"	220	640	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"ɨ"	190	1900	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"ʌ"	400	1075	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"i"	235	2175	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"e"	500	1925	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"a"	760	1225	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"o"	500	850	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"u"	250	725	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"ɨ"	225	1825	NA
"cym"	"Welsh"	""	"IndoEuropean>Celtic>Isular>Brythonic"	"ʌ"	350	1200	NA
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"i"	233	2123	3009
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"e"	277	2087	2713
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"ɛ"	356	1968	2480
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"a"	512	1741	2282
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"ɔ"	413	866	2193
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"o"	348	750	2260
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"u"	254	720	2121
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"y"	240	1846	2037
"dan"	"Danish"	"Standard"	"IndoEuropean>Germanic>NorthGermanic>EastScandinavian"	"ø"	305	1628	2013
